name,center_x,center_y,class,set
a8773be388e12df89edd,41823,31852,Nonmitosis,train
a8773be388e12df89edd,5046,32554,Nonmitosis,train
a8773be388e12df89edd,6294,32815,Nonmitosis,train
a8773be388e12df89edd,6198,32685,Nonmitosis,train
a8773be388e12df89edd,14480,32759,Mitosis,train
a8773be388e12df89edd,20420,32496,Nonmitosis,train
a8773be388e12df89edd,26293,32914,Nonmitosis,train
a8773be388e12df89edd,43306,32661,Mitosis,train
a8773be388e12df89edd,43235,32841,Mitosis,train
a8773be388e12df89edd,43141,32525,Nonmitosis,train
a8773be388e12df89edd,8295,33703,Mitosis,train
a8773be388e12df89edd,17556,33193,Mitosis,train
a8773be388e12df89edd,17290,33414,Mitosis,train
a8773be388e12df89edd,4892,34378,Mitosis,train
a8773be388e12df89edd,6232,34048,Mitosis,train
a8773be388e12df89edd,7796,34038,Nonmitosis,train
a8773be388e12df89edd,7746,34679,Mitosis,train
a8773be388e12df89edd,8008,34838,Nonmitosis,train
a8773be388e12df89edd,8076,34796,Nonmitosis,train
a8773be388e12df89edd,10910,35820,Mitosis,train
a8773be388e12df89edd,11153,35690,Mitosis,train
a8773be388e12df89edd,11166,35831,Mitosis,train
a8773be388e12df89edd,14293,34679,Mitosis,train
a8773be388e12df89edd,23996,35202,Mitosis,train
a8773be388e12df89edd,23768,35215,Nonmitosis,train
a8773be388e12df89edd,43706,35060,Nonmitosis,train
a8773be388e12df89edd,43709,35008,Mitosis,train
a8773be388e12df89edd,5425,35795,Nonmitosis,train
a8773be388e12df89edd,8139,35979,Nonmitosis,train
a8773be388e12df89edd,23790,35985,Mitosis,train
a8773be388e12df89edd,38772,35383,Nonmitosis,train
a8773be388e12df89edd,39878,35406,Nonmitosis,train
a8773be388e12df89edd,41841,35854,Mitosis,train
a8773be388e12df89edd,41957,35803,Nonmitosis,train
a8773be388e12df89edd,44038,36029,Nonmitosis,train
a8773be388e12df89edd,43990,36089,Nonmitosis,train
a8773be388e12df89edd,4915,36628,Nonmitosis,train
a8773be388e12df89edd,6735,36073,Mitosis,train
a8773be388e12df89edd,7977,36233,Mitosis,train
a8773be388e12df89edd,8275,36572,Mitosis,train
a8773be388e12df89edd,10264,36956,Mitosis,train
a8773be388e12df89edd,23069,36293,Nonmitosis,train
a8773be388e12df89edd,33681,36582,Mitosis,train
a8773be388e12df89edd,8524,37594,Nonmitosis,train
a8773be388e12df89edd,8652,37635,Nonmitosis,train
a8773be388e12df89edd,8155,38270,Mitosis,train
a8773be388e12df89edd,37615,38025,Mitosis,train
a8773be388e12df89edd,37015,38142,Mitosis,train
a8773be388e12df89edd,22826,39227,Nonmitosis,train
a8773be388e12df89edd,38546,38734,Mitosis,train
a8773be388e12df89edd,38821,38630,Nonmitosis,train
a8773be388e12df89edd,6158,39997,Mitosis,train
a8773be388e12df89edd,35000,39510,Nonmitosis,train
a8773be388e12df89edd,34482,39911,Nonmitosis,train
a8773be388e12df89edd,37825,39899,Mitosis,train
a8773be388e12df89edd,37772,39661,Mitosis,train
a8773be388e12df89edd,39154,38931,Mitosis,train
a8773be388e12df89edd,39607,39511,Mitosis,train
a8773be388e12df89edd,39961,39363,Nonmitosis,train
a8773be388e12df89edd,33887,40563,Mitosis,train
a8773be388e12df89edd,40985,40030,Mitosis,train
a8773be388e12df89edd,36014,40950,Nonmitosis,train
a8773be388e12df89edd,37117,42070,Mitosis,train
a8773be388e12df89edd,39061,43797,Mitosis,train
a8773be388e12df89edd,32861,45897,Mitosis,train
a8773be388e12df89edd,34567,45582,Mitosis,train
a8773be388e12df89edd,35338,45875,Nonmitosis,train
a8773be388e12df89edd,37791,46323,Nonmitosis,train
a8773be388e12df89edd,36105,47676,Nonmitosis,train
a8773be388e12df89edd,30237,48493,Mitosis,train
a8773be388e12df89edd,29873,48424,Nonmitosis,train
a8773be388e12df89edd,32911,48989,Mitosis,train
a8773be388e12df89edd,32764,48674,Mitosis,train
a8773be388e12df89edd,34428,49447,Nonmitosis,train
a8773be388e12df89edd,33128,49241,Nonmitosis,train
a8773be388e12df89edd,25903,50557,Nonmitosis,train
a8773be388e12df89edd,25698,50551,Nonmitosis,train
a8773be388e12df89edd,26952,50618,Nonmitosis,train
a8773be388e12df89edd,33107,50474,Mitosis,train
a8773be388e12df89edd,32990,50488,Mitosis,train
a8773be388e12df89edd,29550,50913,Mitosis,train
a8773be388e12df89edd,30389,51321,Mitosis,train
a8773be388e12df89edd,34634,52144,Mitosis,train
a8773be388e12df89edd,27766,54763,Nonmitosis,train
a8773be388e12df89edd,28265,54912,Nonmitosis,train
a8773be388e12df89edd,28674,54962,Nonmitosis,train
a8773be388e12df89edd,16754,5012,Nonmitosis,train
a8773be388e12df89edd,16785,4981,Nonmitosis,train
a8773be388e12df89edd,21387,6762,Nonmitosis,train
a8773be388e12df89edd,22943,6676,Nonmitosis,train
a8773be388e12df89edd,19365,21243,Nonmitosis,train
a8773be388e12df89edd,24151,22284,Nonmitosis,train
a8773be388e12df89edd,12353,28631,Nonmitosis,train
a8773be388e12df89edd,12407,28672,Nonmitosis,train
a8773be388e12df89edd,12420,28597,Nonmitosis,train
a8773be388e12df89edd,28218,29577,Mitosis,train
a8773be388e12df89edd,28407,29819,Nonmitosis,train
a8773be388e12df89edd,28124,29658,Nonmitosis,train
a8773be388e12df89edd,27694,29623,Nonmitosis,train
a8773be388e12df89edd,7655,31604,Nonmitosis,train
a8773be388e12df89edd,31107,31305,Nonmitosis,train
a8773be388e12df89edd,8466,32091,Mitosis,train
a8773be388e12df89edd,7874,32202,Nonmitosis,train
a8773be388e12df89edd,7803,32209,Nonmitosis,train
a8773be388e12df89edd,14168,33048,Nonmitosis,train
a8773be388e12df89edd,28267,32810,Nonmitosis,train
a8773be388e12df89edd,17492,33643,Nonmitosis,train
a8773be388e12df89edd,27307,33195,Nonmitosis,train
a8773be388e12df89edd,27536,33376,Nonmitosis,train
a8773be388e12df89edd,28076,33260,Nonmitosis,train
a8773be388e12df89edd,14790,34067,Mitosis,train
a8773be388e12df89edd,3895,35236,Nonmitosis,train
a8773be388e12df89edd,8753,34868,Nonmitosis,train
a8773be388e12df89edd,8685,35001,Nonmitosis,train
a8773be388e12df89edd,18489,34514,Nonmitosis,train
a8773be388e12df89edd,18370,34951,Nonmitosis,train
a8773be388e12df89edd,23555,35432,Nonmitosis,train
a8773be388e12df89edd,10939,35357,Nonmitosis,train
a8773be388e12df89edd,10844,35524,Nonmitosis,train
a8773be388e12df89edd,26399,35851,Nonmitosis,train
a8773be388e12df89edd,5335,36590,Mitosis,train
a8773be388e12df89edd,5418,36594,Nonmitosis,train
a8773be388e12df89edd,38450,36903,Nonmitosis,train
a8773be388e12df89edd,10807,37109,Mitosis,train
a8773be388e12df89edd,22595,37311,Nonmitosis,train
a8773be388e12df89edd,23277,37475,Nonmitosis,train
a8773be388e12df89edd,3405,37795,Nonmitosis,train
a8773be388e12df89edd,6671,38714,Nonmitosis,train
a8773be388e12df89edd,35659,39781,Nonmitosis,train
a8773be388e12df89edd,39588,40107,Nonmitosis,train
a8773be388e12df89edd,5579,40795,Nonmitosis,train
a8773be388e12df89edd,16644,40873,Nonmitosis,train
a8773be388e12df89edd,38772,41218,Nonmitosis,train
a8773be388e12df89edd,9346,41532,Nonmitosis,train
a8773be388e12df89edd,34275,41947,Nonmitosis,train
a8773be388e12df89edd,34205,41989,Nonmitosis,train
a8773be388e12df89edd,36986,42186,Nonmitosis,train
a8773be388e12df89edd,9449,42333,Nonmitosis,train
a8773be388e12df89edd,10073,42265,Nonmitosis,train
a8773be388e12df89edd,36130,42708,Nonmitosis,train
a8773be388e12df89edd,36692,42366,Nonmitosis,train
a8773be388e12df89edd,33360,44035,Nonmitosis,train
a8773be388e12df89edd,34053,44573,Nonmitosis,train
a8773be388e12df89edd,34655,52074,Mitosis,train
a8773be388e12df89edd,24291,52490,Nonmitosis,train
a8773be388e12df89edd,29531,53406,Nonmitosis,train
a8773be388e12df89edd,29728,53389,Nonmitosis,train
a8773be388e12df89edd,29557,53516,Nonmitosis,train
a8773be388e12df89edd,29648,53358,Nonmitosis,train
a8773be388e12df89edd,30469,53446,Nonmitosis,train
a8773be388e12df89edd,29684,54690,Nonmitosis,train
a8773be388e12df89edd,10483,36902,Nonmitosis,train
a8773be388e12df89edd,10641,36843,Nonmitosis,train
a8773be388e12df89edd,11115,36421,Nonmitosis,train
a8773be388e12df89edd,7657,38223,Nonmitosis,train
a8773be388e12df89edd,9879,38127,Nonmitosis,train
a8773be388e12df89edd,23222,37843,Nonmitosis,train
a8773be388e12df89edd,41464,38427,Nonmitosis,train
a8773be388e12df89edd,9138,38813,Nonmitosis,train
a8773be388e12df89edd,13173,38867,Nonmitosis,train
a8773be388e12df89edd,37719,38875,Nonmitosis,train
a8773be388e12df89edd,37397,38694,Nonmitosis,train
a8773be388e12df89edd,37388,39953,Nonmitosis,train
a8773be388e12df89edd,23778,40451,Nonmitosis,train
a8773be388e12df89edd,25305,40122,Mitosis,train
a8773be388e12df89edd,39135,40717,Nonmitosis,train
a8773be388e12df89edd,9321,41657,Nonmitosis,train
a8773be388e12df89edd,10705,42243,Nonmitosis,train
a8773be388e12df89edd,34749,41703,Nonmitosis,train
a8773be388e12df89edd,34886,41782,Nonmitosis,train
a8773be388e12df89edd,9398,42434,Nonmitosis,train
a8773be388e12df89edd,35624,43025,Nonmitosis,train
a8773be388e12df89edd,34717,43428,Nonmitosis,train
a8773be388e12df89edd,34859,43762,Nonmitosis,train
a8773be388e12df89edd,36841,43752,Mitosis,train
a8773be388e12df89edd,35819,44003,Nonmitosis,train
a8773be388e12df89edd,36081,44033,Nonmitosis,train
a8773be388e12df89edd,35583,43821,Nonmitosis,train
a8773be388e12df89edd,36752,43890,Nonmitosis,train
a8773be388e12df89edd,33870,46254,Nonmitosis,train
a8773be388e12df89edd,33671,46472,Nonmitosis,train
a8773be388e12df89edd,36288,46337,Nonmitosis,train
a8773be388e12df89edd,36212,47514,Nonmitosis,train
a8773be388e12df89edd,32468,48809,Mitosis,train
a8773be388e12df89edd,32796,48831,Mitosis,train
a8773be388e12df89edd,30381,49707,Nonmitosis,train
a8773be388e12df89edd,37565,49762,Nonmitosis,train
a8773be388e12df89edd,27291,51960,Nonmitosis,train
a8773be388e12df89edd,28416,52778,Nonmitosis,train
a8773be388e12df89edd,29268,54468,Nonmitosis,train
a8773be388e12df89edd,1173,50151,Nonmitosis,train
a8773be388e12df89edd,1486,16746,Nonmitosis,train
a8773be388e12df89edd,1970,22754,Nonmitosis,train
a8773be388e12df89edd,2454,36295,Nonmitosis,train
a8773be388e12df89edd,3585,38138,Nonmitosis,train
a8773be388e12df89edd,3933,34079,Nonmitosis,train
a8773be388e12df89edd,4129,37392,Nonmitosis,train
a8773be388e12df89edd,4346,40088,Nonmitosis,train
a8773be388e12df89edd,4405,33554,Nonmitosis,train
a8773be388e12df89edd,4654,40460,Nonmitosis,train
a8773be388e12df89edd,4643,36609,Nonmitosis,train
a8773be388e12df89edd,4854,32303,Nonmitosis,train
a8773be388e12df89edd,5117,13707,Nonmitosis,train
a8773be388e12df89edd,4855,34025,Nonmitosis,train
a8773be388e12df89edd,5085,40631,Nonmitosis,train
a8773be388e12df89edd,5361,36166,Nonmitosis,train
a8773be388e12df89edd,5931,38629,Nonmitosis,train
a8773be388e12df89edd,5991,34091,Nonmitosis,train
a8773be388e12df89edd,6268,34038,Nonmitosis,train
a8773be388e12df89edd,6267,34416,Nonmitosis,train
a8773be388e12df89edd,6640,37233,Nonmitosis,train
a8773be388e12df89edd,6863,39036,Nonmitosis,train
a8773be388e12df89edd,7067,39112,Nonmitosis,train
a8773be388e12df89edd,7593,30237,Nonmitosis,train
a8773be388e12df89edd,7803,34485,Nonmitosis,train
a8773be388e12df89edd,7674,40421,Nonmitosis,train
a8773be388e12df89edd,7678,34076,Nonmitosis,train
a8773be388e12df89edd,8053,34178,Nonmitosis,train
a8773be388e12df89edd,8280,35727,Nonmitosis,train
a8773be388e12df89edd,8265,36122,Nonmitosis,train
a8773be388e12df89edd,8125,41674,Nonmitosis,train
a8773be388e12df89edd,8389,38054,Nonmitosis,train
a8773be388e12df89edd,8502,37377,Nonmitosis,train
a8773be388e12df89edd,8345,37755,Nonmitosis,train
a8773be388e12df89edd,8725,39531,Nonmitosis,train
a8773be388e12df89edd,8300,35737,Nonmitosis,train
a8773be388e12df89edd,8680,30603,Nonmitosis,train
a8773be388e12df89edd,8720,39746,Nonmitosis,train
a8773be388e12df89edd,8878,29422,Nonmitosis,train
a8773be388e12df89edd,9399,34164,Nonmitosis,train
a8773be388e12df89edd,9241,44474,Nonmitosis,train
a8773be388e12df89edd,9581,37534,Nonmitosis,train
a8773be388e12df89edd,9641,38512,Mitosis,train
a8773be388e12df89edd,9894,30413,Nonmitosis,train
a8773be388e12df89edd,9799,33346,Nonmitosis,train
a8773be388e12df89edd,9894,36852,Nonmitosis,train
a8773be388e12df89edd,9714,36364,Nonmitosis,train
a8773be388e12df89edd,9768,41210,Nonmitosis,train
a8773be388e12df89edd,9891,49260,Nonmitosis,train
a8773be388e12df89edd,10108,32078,Nonmitosis,train
a8773be388e12df89edd,10016,35359,Nonmitosis,train
a8773be388e12df89edd,10024,40795,Nonmitosis,train
a8773be388e12df89edd,9929,29557,Nonmitosis,train
a8773be388e12df89edd,10222,2552,Nonmitosis,train
a8773be388e12df89edd,10355,42750,Nonmitosis,train
a8773be388e12df89edd,10485,37299,Nonmitosis,train
a8773be388e12df89edd,10564,34237,Nonmitosis,train
a8773be388e12df89edd,10489,36604,Nonmitosis,train
a8773be388e12df89edd,10370,42801,Nonmitosis,train
a8773be388e12df89edd,10373,42750,Nonmitosis,train
a8773be388e12df89edd,10488,42578,Nonmitosis,train
a8773be388e12df89edd,10778,4290,Nonmitosis,train
a8773be388e12df89edd,10782,33171,Nonmitosis,train
a8773be388e12df89edd,10811,33618,Nonmitosis,train
a8773be388e12df89edd,10814,31616,Nonmitosis,train
a8773be388e12df89edd,10831,31616,Nonmitosis,train
a8773be388e12df89edd,11222,41469,Nonmitosis,train
a8773be388e12df89edd,11081,35193,Nonmitosis,train
a8773be388e12df89edd,11143,36309,Nonmitosis,train
a8773be388e12df89edd,11449,34423,Nonmitosis,train
a8773be388e12df89edd,11480,42548,Nonmitosis,train
a8773be388e12df89edd,11294,34751,Nonmitosis,train
a8773be388e12df89edd,11501,40835,Mitosis,train
a8773be388e12df89edd,11713,36581,Nonmitosis,train
a8773be388e12df89edd,11731,32273,Nonmitosis,train
a8773be388e12df89edd,11731,37015,Nonmitosis,train
a8773be388e12df89edd,11572,31292,Nonmitosis,train
a8773be388e12df89edd,11523,43115,Nonmitosis,train
a8773be388e12df89edd,11684,30341,Nonmitosis,train
a8773be388e12df89edd,11552,40135,Nonmitosis,train
a8773be388e12df89edd,11528,40368,Nonmitosis,train
a8773be388e12df89edd,11866,29481,Nonmitosis,train
a8773be388e12df89edd,12078,34029,Nonmitosis,train
a8773be388e12df89edd,11983,35160,Nonmitosis,train
a8773be388e12df89edd,12190,36486,Nonmitosis,train
a8773be388e12df89edd,12028,39066,Nonmitosis,train
a8773be388e12df89edd,12131,42041,Nonmitosis,train
a8773be388e12df89edd,12231,38480,Nonmitosis,train
a8773be388e12df89edd,12229,40783,Mitosis,train
a8773be388e12df89edd,12540,28264,Nonmitosis,train
a8773be388e12df89edd,12612,39746,Nonmitosis,train
a8773be388e12df89edd,12556,40222,Nonmitosis,train
a8773be388e12df89edd,12850,20851,Nonmitosis,train
a8773be388e12df89edd,12952,37329,Nonmitosis,train
a8773be388e12df89edd,13230,32904,Nonmitosis,train
a8773be388e12df89edd,13109,38806,Nonmitosis,train
a8773be388e12df89edd,13689,18022,Nonmitosis,train
a8773be388e12df89edd,13780,37247,Nonmitosis,train
a8773be388e12df89edd,13629,33776,Nonmitosis,train
a8773be388e12df89edd,14035,34770,Nonmitosis,train
a8773be388e12df89edd,14106,34406,Nonmitosis,train
a8773be388e12df89edd,14668,34386,Nonmitosis,train
a8773be388e12df89edd,14609,34218,Nonmitosis,train
a8773be388e12df89edd,15006,34340,Nonmitosis,train
a8773be388e12df89edd,15022,29709,Nonmitosis,train
a8773be388e12df89edd,15155,31331,Nonmitosis,train
a8773be388e12df89edd,15006,36047,Nonmitosis,train
a8773be388e12df89edd,15378,11569,Nonmitosis,train
a8773be388e12df89edd,15370,33041,Nonmitosis,train
a8773be388e12df89edd,15408,33395,Nonmitosis,train
a8773be388e12df89edd,15222,35392,Nonmitosis,train
a8773be388e12df89edd,15478,29367,Nonmitosis,train
a8773be388e12df89edd,15608,7703,Nonmitosis,train
a8773be388e12df89edd,15421,35491,Nonmitosis,train
a8773be388e12df89edd,15593,37475,Nonmitosis,train
a8773be388e12df89edd,15812,35542,Nonmitosis,train
a8773be388e12df89edd,15775,35134,Nonmitosis,train
a8773be388e12df89edd,15880,35573,Nonmitosis,train
a8773be388e12df89edd,15973,42655,Nonmitosis,train
a8773be388e12df89edd,16271,11799,Nonmitosis,train
a8773be388e12df89edd,16355,35175,Nonmitosis,train
a8773be388e12df89edd,16368,33143,Nonmitosis,train
a8773be388e12df89edd,16514,34764,Nonmitosis,train
a8773be388e12df89edd,16758,31034,Nonmitosis,train
a8773be388e12df89edd,16662,17501,Nonmitosis,train
a8773be388e12df89edd,16658,17274,Nonmitosis,train
a8773be388e12df89edd,16661,17485,Nonmitosis,train
a8773be388e12df89edd,16875,12204,Nonmitosis,train
a8773be388e12df89edd,16800,29084,Nonmitosis,train
a8773be388e12df89edd,17154,3565,Nonmitosis,train
a8773be388e12df89edd,17109,4782,Nonmitosis,train
a8773be388e12df89edd,17248,14132,Nonmitosis,train
a8773be388e12df89edd,17126,16053,Nonmitosis,train
a8773be388e12df89edd,17253,13887,Nonmitosis,train
a8773be388e12df89edd,17301,16068,Nonmitosis,train
a8773be388e12df89edd,17274,14135,Nonmitosis,train
a8773be388e12df89edd,17310,32700,Nonmitosis,train
a8773be388e12df89edd,17303,34269,Nonmitosis,train
a8773be388e12df89edd,17516,9941,Nonmitosis,train
a8773be388e12df89edd,17743,10728,Nonmitosis,train
a8773be388e12df89edd,17864,7724,Nonmitosis,train
a8773be388e12df89edd,17905,16741,Nonmitosis,train
a8773be388e12df89edd,18413,3893,Nonmitosis,train
a8773be388e12df89edd,18210,16561,Nonmitosis,train
a8773be388e12df89edd,18585,16765,Nonmitosis,train
a8773be388e12df89edd,18424,16642,Nonmitosis,train
a8773be388e12df89edd,18473,16660,Nonmitosis,train
a8773be388e12df89edd,18583,11389,Nonmitosis,train
a8773be388e12df89edd,18517,39775,Nonmitosis,train
a8773be388e12df89edd,18426,40042,Nonmitosis,train
a8773be388e12df89edd,18658,4324,Nonmitosis,train
a8773be388e12df89edd,18861,35439,Nonmitosis,train
a8773be388e12df89edd,18752,16774,Nonmitosis,train
a8773be388e12df89edd,19072,32777,Nonmitosis,train
a8773be388e12df89edd,18917,24854,Nonmitosis,train
a8773be388e12df89edd,19261,23691,Nonmitosis,train
a8773be388e12df89edd,19182,30661,Nonmitosis,train
a8773be388e12df89edd,19387,4782,Nonmitosis,train
a8773be388e12df89edd,19371,47272,Nonmitosis,train
a8773be388e12df89edd,19790,21986,Nonmitosis,train
a8773be388e12df89edd,20023,25552,Nonmitosis,train
a8773be388e12df89edd,19831,31926,Nonmitosis,train
a8773be388e12df89edd,20099,11602,Nonmitosis,train
a8773be388e12df89edd,20592,13097,Nonmitosis,train
a8773be388e12df89edd,20698,18633,Nonmitosis,train
a8773be388e12df89edd,20656,34925,Nonmitosis,train
a8773be388e12df89edd,21003,5531,Nonmitosis,train
a8773be388e12df89edd,21112,11981,Nonmitosis,train
a8773be388e12df89edd,20954,17654,Nonmitosis,train
a8773be388e12df89edd,21346,7818,Nonmitosis,train
a8773be388e12df89edd,21261,20724,Nonmitosis,train
a8773be388e12df89edd,21199,10601,Nonmitosis,train
a8773be388e12df89edd,21244,24120,Nonmitosis,train
a8773be388e12df89edd,21284,24136,Nonmitosis,train
a8773be388e12df89edd,21617,25929,Nonmitosis,train
a8773be388e12df89edd,21590,26230,Nonmitosis,train
a8773be388e12df89edd,21861,18194,Nonmitosis,train
a8773be388e12df89edd,21890,21959,Mitosis,train
a8773be388e12df89edd,22013,27980,Nonmitosis,train
a8773be388e12df89edd,22004,41651,Nonmitosis,train
a8773be388e12df89edd,22293,10133,Nonmitosis,train
a8773be388e12df89edd,22167,4610,Nonmitosis,train
a8773be388e12df89edd,22140,22103,Nonmitosis,train
a8773be388e12df89edd,22179,25339,Nonmitosis,train
a8773be388e12df89edd,22282,41423,Nonmitosis,train
a8773be388e12df89edd,22361,4341,Nonmitosis,train
a8773be388e12df89edd,22577,8364,Nonmitosis,train
a8773be388e12df89edd,22610,16991,Nonmitosis,train
a8773be388e12df89edd,22627,36870,Nonmitosis,train
a8773be388e12df89edd,22562,40973,Nonmitosis,train
a8773be388e12df89edd,22956,4831,Nonmitosis,train
a8773be388e12df89edd,22858,26402,Nonmitosis,train
a8773be388e12df89edd,22794,16813,Nonmitosis,train
a8773be388e12df89edd,23023,9973,Nonmitosis,train
a8773be388e12df89edd,23137,36687,Nonmitosis,train
a8773be388e12df89edd,23126,38479,Nonmitosis,train
a8773be388e12df89edd,23118,26269,Nonmitosis,train
a8773be388e12df89edd,23107,16430,Nonmitosis,train
a8773be388e12df89edd,23464,23022,Nonmitosis,train
a8773be388e12df89edd,23432,35726,Nonmitosis,train
a8773be388e12df89edd,23481,23022,Nonmitosis,train
a8773be388e12df89edd,23674,35921,Nonmitosis,train
a8773be388e12df89edd,23855,16063,Nonmitosis,train
a8773be388e12df89edd,23923,7678,Nonmitosis,train
a8773be388e12df89edd,23942,7689,Nonmitosis,train
a8773be388e12df89edd,23699,35918,Nonmitosis,train
a8773be388e12df89edd,24123,24534,Nonmitosis,train
a8773be388e12df89edd,24119,8104,Nonmitosis,train
a8773be388e12df89edd,24152,25883,Nonmitosis,train
a8773be388e12df89edd,24151,52281,Nonmitosis,train
a8773be388e12df89edd,24188,37231,Nonmitosis,train
a8773be388e12df89edd,24467,28506,Nonmitosis,train
a8773be388e12df89edd,24653,17461,Nonmitosis,train
a8773be388e12df89edd,24808,30004,Nonmitosis,train
a8773be388e12df89edd,24777,24151,Nonmitosis,train
a8773be388e12df89edd,24829,49767,Nonmitosis,train
a8773be388e12df89edd,24713,52608,Nonmitosis,train
a8773be388e12df89edd,24890,19305,Nonmitosis,train
a8773be388e12df89edd,25480,27840,Nonmitosis,train
a8773be388e12df89edd,25465,52673,Nonmitosis,train
a8773be388e12df89edd,25727,22940,Nonmitosis,train
a8773be388e12df89edd,25569,19764,Nonmitosis,train
a8773be388e12df89edd,25686,24102,Nonmitosis,train
a8773be388e12df89edd,25744,18183,Nonmitosis,train
a8773be388e12df89edd,25732,23723,Nonmitosis,train
a8773be388e12df89edd,25756,24350,Nonmitosis,train
a8773be388e12df89edd,25763,24285,Nonmitosis,train
a8773be388e12df89edd,25864,22519,Nonmitosis,train
a8773be388e12df89edd,25993,15101,Nonmitosis,train
a8773be388e12df89edd,25893,22757,Nonmitosis,train
a8773be388e12df89edd,25866,22563,Nonmitosis,train
a8773be388e12df89edd,25829,50851,Nonmitosis,train
a8773be388e12df89edd,25876,54520,Nonmitosis,train
a8773be388e12df89edd,26012,15105,Nonmitosis,train
a8773be388e12df89edd,26074,25731,Nonmitosis,train
